                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.61952,                0.30246,                0.86016,                0.99845,                0.99734,                0.99474,                0.89739,                0.60945,                0.25183,                0.82916,              0.0072156,              0.0072156,              0.0072156
                     74,                0.61696,                 0.3041,                0.86075,                0.99611,                0.99711,                0.99474,                0.90068,                0.61405,                0.24884,                0.83193,               0.007177,               0.007177,               0.007177
                     75,                0.61255,                0.30373,                0.85979,                0.99752,                0.99733,                0.99465,                0.90483,                0.59403,                0.24775,                0.82654,              0.0071383,              0.0071383,              0.0071383
                     76,                 0.6164,                0.30293,                0.86052,                0.99794,                0.99831,                0.99488,                0.91024,                0.57017,                0.23966,                0.82428,              0.0070996,              0.0070996,              0.0070996
                     77,                 0.6116,                0.30125,                0.85853,                0.99815,                0.99742,                0.99485,                0.91087,                0.56701,                0.23755,                0.82368,              0.0070609,              0.0070609,              0.0070609
                     78,                0.61243,                0.30111,                0.85865,                0.99828,                0.99843,                0.99493,                0.90138,                0.60778,                0.24115,                0.83154,              0.0070223,              0.0070223,              0.0070223
                     79,                0.61141,                0.29783,                0.85988,                0.99725,                0.99821,                0.99472,                0.91009,                0.57292,                0.23623,                0.82483,              0.0069836,              0.0069836,              0.0069836
                     80,                0.61091,                0.30009,                0.85846,                 0.9975,                0.99738,                0.99488,                0.89995,                0.60201,                0.24718,                0.83251,              0.0069449,              0.0069449,              0.0069449
                     81,                0.60838,                0.29684,                0.85721,                0.99861,                0.99844,                0.99477,                0.90744,                 0.5825,                0.24038,                0.82682,              0.0069063,              0.0069063,              0.0069063
                     82,                0.60711,                0.29503,                0.85855,                  0.998,                0.99801,                0.99496,                0.90741,                0.57885,                0.24093,                0.82585,              0.0068676,              0.0068676,              0.0068676
                     83,                0.60797,                0.29696,                0.85895,                0.99692,                 0.9976,                0.99495,                0.90212,                0.59644,                0.24294,                0.82822,              0.0068289,              0.0068289,              0.0068289
                     84,                0.60117,                0.29579,                0.85908,                 0.9975,                0.99714,                0.99448,                 0.9105,                0.55495,                0.23412,                0.82332,              0.0067902,              0.0067902,              0.0067902
                     85,                0.60848,                 0.2953,                0.85782,                0.99693,                0.99788,                 0.9948,                0.91217,                0.57265,                0.23503,                 0.8256,              0.0067516,              0.0067516,              0.0067516
                     86,                0.59983,                 0.2941,                0.85683,                0.99821,                0.99824,                0.99489,                0.90483,                0.58811,                0.23816,                 0.8298,              0.0067129,              0.0067129,              0.0067129
                     87,                0.60338,                0.29539,                0.85824,                0.99788,                0.99782,                 0.9945,                0.90981,                0.57133,                0.23631,                0.82444,              0.0066742,              0.0066742,              0.0066742
                     88,                 0.6007,                 0.2951,                0.85771,                0.99826,                  0.998,                0.99487,                0.91056,                0.56618,                0.23467,                0.82418,              0.0066355,              0.0066355,              0.0066355
                     89,                0.60291,                0.29476,                0.85798,                0.99699,                0.99832,                0.99487,                0.90763,                0.57669,                0.23481,                0.82569,              0.0065969,              0.0065969,              0.0065969
                     90,                0.59851,                 0.2918,                0.85779,                 0.9975,                0.99838,                0.99495,                0.91595,                0.55809,                0.22966,                0.82314,              0.0065582,              0.0065582,              0.0065582
                     91,                0.59997,                0.29165,                0.85612,                0.99775,                0.99818,                0.99475,                0.90978,                 0.5765,                 0.2356,                0.82481,              0.0065195,              0.0065195,              0.0065195
                     92,                0.59955,                0.29311,                0.85718,                0.99782,                0.99761,                0.99479,                0.91135,                0.56221,                0.22931,                0.82384,              0.0064809,              0.0064809,              0.0064809
                     93,                0.59564,                0.29125,                0.85531,                0.99791,                 0.9992,                  0.995,                0.90026,                0.59906,                0.23576,                0.82891,              0.0064422,              0.0064422,              0.0064422
                     94,                0.59231,                 0.2895,                0.85747,                0.99519,                0.99481,                0.99472,                0.91093,                0.57595,                0.23683,                0.82625,              0.0064035,              0.0064035,              0.0064035
                     95,                0.59678,                0.28916,                0.85552,                0.99654,                 0.9962,                0.99412,                0.90639,                0.58138,                0.23428,                 0.8261,              0.0063648,              0.0063648,              0.0063648
                     96,                0.59569,                0.28833,                0.85518,                0.99807,                0.99841,                0.99474,                0.91654,                0.55224,                0.22453,                0.82185,              0.0063262,              0.0063262,              0.0063262
                     97,                0.59201,                0.28899,                0.85753,                0.99813,                0.99806,                0.99499,                0.91263,                 0.5669,                0.22895,                0.82453,              0.0062875,              0.0062875,              0.0062875
                     98,                0.59165,                0.28445,                0.85577,                 0.9987,                0.99844,                0.99485,                0.91186,                0.56391,                0.22347,                0.82424,              0.0062488,              0.0062488,              0.0062488
                     99,                 0.5923,                0.28582,                0.85657,                 0.9986,                 0.9987,                0.99484,                0.91796,                0.54966,                0.22398,                 0.8222,              0.0062102,              0.0062102,              0.0062102
                    100,                0.58805,                0.28669,                0.85604,                0.99922,                0.99868,                0.99491,                0.90152,                0.60263,                0.23496,                0.83007,              0.0061715,              0.0061715,              0.0061715
                    101,                0.59108,                0.28951,                0.85672,                0.99826,                0.99887,                0.99482,                0.91305,                0.56512,                0.22859,                0.82383,              0.0061328,              0.0061328,              0.0061328
                    102,                0.58352,                0.28628,                 0.8546,                0.99685,                0.99867,                0.99495,                 0.9108,                0.57433,                0.23467,                0.82585,              0.0060941,              0.0060941,              0.0060941
                    103,                0.58701,                0.28442,                0.85582,                 0.9986,                0.99952,                0.99499,                0.90739,                0.57535,                0.22631,                0.82461,              0.0060555,              0.0060555,              0.0060555
                    104,                 0.5864,                0.28466,                0.85513,                0.99788,                0.99803,                 0.9947,                 0.9118,                0.55795,                0.22818,                0.82022,              0.0060168,              0.0060168,              0.0060168
                    105,                0.58533,                0.28284,                0.85513,                 0.9981,                 0.9976,                0.99467,                0.90837,                0.58154,                0.23573,                0.82285,              0.0059781,              0.0059781,              0.0059781
                    106,                0.58181,                0.28244,                0.85393,                0.99921,                0.99943,                0.99496,                0.90843,                0.56833,                0.22467,                0.82316,              0.0059395,              0.0059395,              0.0059395
                    107,                0.58311,                0.28346,                0.85448,                0.99881,                0.99802,                0.99496,                0.91579,                0.55124,                0.22441,                0.81929,              0.0059008,              0.0059008,              0.0059008
                    108,                0.58411,                 0.2847,                0.85479,                0.99874,                0.99864,                0.99476,                0.91059,                 0.5606,                0.22543,                 0.8209,              0.0058621,              0.0058621,              0.0058621
                    109,                0.58136,                0.28116,                0.85529,                0.99887,                0.99832,                 0.9947,                0.90873,                0.57595,                 0.2274,                0.82397,              0.0058234,              0.0058234,              0.0058234
                    110,                  0.582,                0.27883,                0.85495,                0.99786,                0.99816,                0.99491,                0.91549,                0.54948,                0.22146,                0.82064,              0.0057848,              0.0057848,              0.0057848
