                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                0.72338,                0.38413,                0.87247,                0.99327,                0.99205,                0.99383,                0.87385,                0.68643,                0.31442,                0.84562,              0.0080277,              0.0080277,              0.0080277
                     53,                0.72824,                0.38422,                 0.8716,                0.98585,                0.98286,                0.99236,                0.86485,                0.67613,                0.32911,                0.84393,              0.0079891,              0.0079891,              0.0079891
                     54,                0.72352,                0.38415,                0.87356,                0.99387,                0.99444,                0.99425,                0.87842,                 0.6653,                0.30719,                0.84279,              0.0079504,              0.0079504,              0.0079504
                     55,                0.72764,                0.38245,                 0.8721,                 0.9922,                 0.9924,                0.99459,                0.87787,                0.66171,                0.31281,                 0.8419,              0.0079117,              0.0079117,              0.0079117
                     56,                0.72435,                0.38375,                0.87209,                0.99071,                0.99162,                 0.9938,                 0.8803,                0.65833,                0.31151,                0.84214,               0.007873,               0.007873,               0.007873
                     57,                0.71943,                0.37742,                0.87192,                0.99156,                0.99369,                0.99462,                 0.8795,                0.66061,                0.30312,                0.84347,              0.0078344,              0.0078344,              0.0078344
                     58,                0.71809,                0.37991,                 0.8698,                0.98757,                0.98781,                0.99377,                0.87651,                  0.663,                0.31321,                0.84258,              0.0077957,              0.0077957,              0.0077957
                     59,                0.71805,                0.37775,                0.87197,                 0.9896,                0.99294,                0.99444,                0.87293,                0.66313,                0.30781,                0.84423,               0.007757,               0.007757,               0.007757
                     60,                0.72436,                0.37862,                0.87202,                0.99288,                0.99078,                0.99433,                0.87251,                0.67193,                0.31834,                0.84601,              0.0077184,              0.0077184,              0.0077184
                     61,                0.71944,                0.37594,                0.87027,                0.99503,                0.99569,                0.99462,                0.88357,                0.64802,                0.29603,                0.83842,              0.0076797,              0.0076797,              0.0076797
                     62,                0.71525,                0.37342,                0.87076,                0.99576,                0.99622,                0.99472,                0.88273,                0.64095,                0.29516,                0.83774,               0.007641,               0.007641,               0.007641
                     63,                0.71071,                0.37165,                0.86985,                0.98975,                0.99412,                0.99439,                0.87612,                0.66821,                0.31053,                0.84323,              0.0076023,              0.0076023,              0.0076023
                     64,                0.70969,                0.37193,                 0.8669,                0.98755,                0.98831,                0.99408,                0.86957,                0.66608,                0.32073,                  0.841,              0.0075637,              0.0075637,              0.0075637
                     65,                0.70944,                 0.3731,                0.86937,                0.98942,                0.98951,                 0.9936,                0.87231,                0.70341,                0.31334,                0.84855,               0.007525,               0.007525,               0.007525
                     66,                0.70994,                0.37027,                0.86822,                0.99214,                0.99303,                 0.9939,                0.88762,                0.62857,                0.29354,                0.83685,              0.0074863,              0.0074863,              0.0074863
                     67,                0.70562,                0.37202,                0.87153,                0.98507,                0.98713,                0.99401,                0.87414,                0.64943,                0.32037,                0.84226,              0.0074477,              0.0074477,              0.0074477
                     68,                0.70449,                0.37004,                0.86798,                0.99515,                0.99494,                0.99466,                0.87677,                0.65647,                 0.2944,                0.84322,               0.007409,               0.007409,               0.007409
                     69,                0.70714,                0.36887,                0.86941,                0.99613,                0.99622,                0.99472,                0.87647,                 0.6667,                0.29471,                0.84298,              0.0073703,              0.0073703,              0.0073703
                     70,                0.70378,                0.36529,                0.86854,                0.99676,                0.99591,                0.99477,                0.87842,                0.66169,                0.29176,                0.84177,              0.0073316,              0.0073316,              0.0073316
                     71,                0.70371,                0.36751,                0.86678,                0.99338,                0.99565,                0.99468,                0.88799,                0.61458,                0.28768,                0.83449,               0.007293,               0.007293,               0.007293
