                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.59761,                0.29377,                 0.8532,                0.99668,                0.99854,                0.99462,                0.90612,                0.57639,                0.23232,                0.82594,              0.0060555,              0.0060555,              0.0060555
                    104,                0.59662,                0.29445,                0.85211,                0.99703,                0.99832,                0.99454,                0.91103,                 0.5632,                0.23008,                0.82316,              0.0060168,              0.0060168,              0.0060168
                    105,                0.59647,                0.29385,                0.85134,                0.99667,                0.99888,                0.99494,                0.91688,                0.55347,                0.22207,                0.82197,              0.0059781,              0.0059781,              0.0059781
                    106,                0.59516,                0.29309,                0.85192,                0.99843,                 0.9988,                0.99496,                0.91528,                 0.5567,                0.22698,                0.82237,              0.0059395,              0.0059395,              0.0059395
                    107,                0.59301,                0.29375,                0.85201,                0.99769,                0.99864,                0.99492,                  0.915,                0.55193,                0.22383,                0.82125,              0.0059008,              0.0059008,              0.0059008
                    108,                0.59311,                0.29334,                0.85187,                0.99675,                0.99731,                0.99479,                0.91215,                0.55562,                0.22626,                0.82229,              0.0058621,              0.0058621,              0.0058621
                    109,                0.59028,                0.29027,                0.85238,                0.99811,                0.99898,                0.99495,                0.90766,                0.58357,                 0.2283,                0.82504,              0.0058234,              0.0058234,              0.0058234
                    110,                 0.5905,                0.28941,                0.85257,                 0.9975,                0.99885,                0.99499,                0.91321,                0.55576,                0.22388,                0.82252,              0.0057848,              0.0057848,              0.0057848
                    111,                0.59516,                0.29173,                0.85386,                0.99762,                0.99794,                0.99491,                 0.9071,                0.59014,                0.22909,                0.82669,              0.0057461,              0.0057461,              0.0057461
                    112,                0.59199,                0.29123,                0.85073,                0.99715,                0.99847,                 0.9949,                0.91354,                0.55865,                0.22275,                0.82211,              0.0057074,              0.0057074,              0.0057074
                    113,                 0.5921,                0.29196,                 0.8518,                 0.9972,                0.99877,                0.99484,                0.91589,                0.54741,                0.22221,                0.82156,              0.0056688,              0.0056688,              0.0056688
                    114,                0.59116,                 0.2902,                0.85163,                0.99726,                0.99793,                0.99479,                0.90853,                0.58471,                0.22656,                0.82611,              0.0056301,              0.0056301,              0.0056301
                    115,                0.58662,                0.28981,                0.85012,                0.99814,                0.99925,                0.99499,                0.91318,                0.56449,                0.22306,                0.82289,              0.0055914,              0.0055914,              0.0055914
                    116,                0.58512,                0.28753,                  0.851,                0.99783,                0.99912,                0.99486,                0.92191,                0.52574,                 0.2174,                0.81841,              0.0055527,              0.0055527,              0.0055527
                    117,                0.58092,                0.28706,                0.85128,                0.99853,                0.99924,                0.99498,                0.91488,                0.55594,                0.21981,                0.82195,              0.0055141,              0.0055141,              0.0055141
                    118,                0.58345,                0.28725,                0.85081,                0.99872,                0.99803,                 0.9949,                0.91815,                0.55183,                0.22025,                0.82157,              0.0054754,              0.0054754,              0.0054754
                    119,                0.58507,                0.28688,                0.85147,                0.99833,                0.99818,                0.99486,                0.91042,                0.57269,                0.22484,                0.82394,              0.0054367,              0.0054367,              0.0054367
                    120,                0.58365,                0.28566,                0.85034,                0.99692,                0.99854,                0.99487,                0.90876,                0.58111,                0.22595,                0.82634,               0.005398,               0.005398,               0.005398
                    121,                0.58164,                0.28489,                0.85048,                0.99791,                0.99881,                0.99497,                0.91239,                0.55958,                0.22154,                0.82206,              0.0053594,              0.0053594,              0.0053594
                    122,                0.58174,                0.28699,                0.85159,                0.99846,                 0.9991,                0.99497,                0.91767,                0.54206,                0.21705,                0.82055,              0.0053207,              0.0053207,              0.0053207
                    123,                0.58574,                0.28765,                0.84906,                0.99738,                0.99806,                0.99471,                0.91492,                 0.5516,                0.21944,                0.82175,               0.005282,               0.005282,               0.005282
                    124,                 0.5811,                0.28363,                0.84727,                0.99818,                0.99901,                0.99499,                0.91573,                0.54708,                0.21574,                0.82157,              0.0052434,              0.0052434,              0.0052434
                    125,                0.58378,                0.28606,                0.85087,                0.99778,                0.99909,                0.99494,                0.91538,                0.55312,                0.21825,                0.82127,              0.0052047,              0.0052047,              0.0052047
                    126,                0.57738,                0.28369,                0.84817,                0.99817,                 0.9991,                0.99485,                0.91315,                0.56515,                0.22117,                0.82366,               0.005166,               0.005166,               0.005166
                    127,                0.57596,                0.28118,                0.84894,                0.99846,                0.99827,                0.99499,                 0.9104,                0.56909,                0.22231,                0.82313,              0.0051273,              0.0051273,              0.0051273
                    128,                0.57845,                0.28186,                0.85116,                0.99846,                0.99887,                0.99495,                0.91458,                0.55636,                0.21819,                0.82158,              0.0050887,              0.0050887,              0.0050887
                    129,                0.57615,                0.28202,                0.84927,                0.99823,                 0.9985,                0.99463,                0.91584,                0.54739,                  0.216,                0.82078,                0.00505,                0.00505,                0.00505
                    130,                0.57358,                0.28013,                0.84682,                0.99784,                0.99852,                0.99477,                0.91725,                0.54737,                0.21854,                0.82101,              0.0050113,              0.0050113,              0.0050113
                    131,                0.57479,                0.28233,                0.84916,                0.99696,                 0.9982,                0.99444,                0.91209,                0.56169,                0.22146,                0.82164,              0.0049727,              0.0049727,              0.0049727
                    132,                0.57653,                0.28149,                 0.8484,                0.99802,                0.99765,                0.99471,                 0.9241,                0.52344,                0.21303,                0.81776,               0.004934,               0.004934,               0.004934
                    133,                0.57457,                0.27956,                0.84838,                0.99872,                0.99837,                0.99497,                0.91422,                 0.5572,                0.21663,                0.82154,              0.0048953,              0.0048953,              0.0048953
                    134,                0.57145,                0.27773,                0.84668,                0.99826,                0.99804,                0.99481,                 0.9175,                0.54144,                0.21438,                0.81936,              0.0048566,              0.0048566,              0.0048566
                    135,                0.56732,                0.27902,                0.84795,                0.99705,                 0.9986,                0.99486,                 0.9222,                0.52064,                0.21165,                0.81774,               0.004818,               0.004818,               0.004818
                    136,                0.57048,                0.27779,                0.84804,                0.99847,                 0.9982,                0.99442,                0.92178,                 0.5266,                0.20956,                0.81764,              0.0047793,              0.0047793,              0.0047793
                    137,                0.56886,                0.27542,                0.84676,                0.99899,                0.99856,                0.99491,                0.92206,                0.52883,                0.21018,                0.81787,              0.0047406,              0.0047406,              0.0047406
